datetime,owner_id,timestamp_raw,consumption,reactive_import,reactive_capacitive,generation,reactive_import_out,reactive_capacitive_out,multiplier,status,additional_consumption,additional_generation,rir,rcr,owner_serno
2023-03-09 14:00:00,00000000790,20230309140000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 15:00:00,00000000790,20230309150000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 16:00:00,00000000790,20230309160000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 17:00:00,00000000790,20230309170000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 18:00:00,00000000790,20230309180000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 19:00:00,00000000790,20230309190000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 20:00:00,00000000790,20230309200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 21:00:00,00000000790,20230309210000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 22:00:00,00000000790,20230309220000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-09 23:00:00,00000000790,20230309230000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 00:00:00,00000000790,20230310000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 01:00:00,00000000790,20230310010000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 02:00:00,00000000790,20230310020000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 03:00:00,00000000790,20230310030000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 04:00:00,00000000790,20230310040000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 05:00:00,00000000790,20230310050000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 06:00:00,00000000790,20230310060000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 07:00:00,00000000790,20230310070000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 08:00:00,00000000790,20230310080000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 09:00:00,00000000790,20230310090000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 10:00:00,00000000790,20230310100000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 11:00:00,00000000790,20230310110000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 12:00:00,00000000790,20230310120000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 13:00:00,00000000790,20230310130000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 14:00:00,00000000790,20230310140000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 15:00:00,00000000790,20230310150000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 16:00:00,00000000790,20230310160000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 17:00:00,00000000790,20230310170000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 18:00:00,00000000790,20230310180000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 19:00:00,00000000790,20230310190000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 20:00:00,00000000790,20230310200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 21:00:00,00000000790,20230310210000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 22:00:00,00000000790,20230310220000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-10 23:00:00,00000000790,20230310230000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 00:00:00,00000000790,20230311000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 01:00:00,00000000790,20230311010000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 02:00:00,00000000790,20230311020000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 03:00:00,00000000790,20230311030000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 04:00:00,00000000790,20230311040000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 05:00:00,00000000790,20230311050000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 06:00:00,00000000790,20230311060000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 07:00:00,00000000790,20230311070000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 08:00:00,00000000790,20230311080000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
2023-03-11 09:00:00,00000000790,20230311090000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,0.0,,,589268
